class,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility
bad_form,0.5782291293144226,0.5083847045898438,0.029719427227973938,0.9999251365661621,0.36755532026290894,0.506070613861084,0.027947386726737022,0.9999094009399414,0.5172457695007324,0.6935850381851196,0.009827773086726665,0.9996867179870605,0.39065760374069214,0.6892986297607422,-0.01040654256939888,0.9997422099113464,0.551650881767273,0.8459283113479614,-0.047316912561655045,0.913446843624115,0.35867223143577576,0.8340189456939697,-0.06844529509544373,0.9395009875297546,0.5887466669082642,0.9719071984291077,0.12358386814594269,0.9143515825271606,0.3210240602493286,0.9740836024284363,0.1241830438375473,0.9352082014083862
bad_form,0.5778279900550842,0.5069552063941956,-0.006903654430061579,0.9999293684959412,0.3675738573074341,0.5054173469543457,0.02795247733592987,0.9999133348464966,0.5191942453384399,0.6890094876289368,0.006758957169950008,0.9996702671051025,0.3906581997871399,0.6848045587539673,-0.007180526852607727,0.9997282028198242,0.552031934261322,0.8434816598892212,-0.04216579720377922,0.9205530285835266,0.3579944968223572,0.8338907957077026,-0.06554927676916122,0.9446041584014893,0.5897889733314514,0.9670817255973816,0.12350348383188248,0.9203015565872192,0.3211253881454468,0.9655150175094604,0.09855316579341888,0.9392986297607422
bad_form,0.5778784155845642,0.5056776404380798,0.03439057618379593,0.9999356269836426,0.3677224814891815,0.5033876299858093,0.0905851349234581,0.9999195337295532,0.5198116898536682,0.684838056564331,0.0025321634020656347,0.9996799826622009,0.3900427222251892,0.6815447211265564,-0.0027816910296678543,0.999733567237854,0.5522676110267639,0.8424783945083618,-0.0415760800242424,0.9273607730865479,0.3572019934654236,0.8341012597084045,-0.06508512049913406,0.9491989016532898,0.592284083366394,0.9672471880912781,0.08350936323404312,0.9257442355155945,0.32114705443382263,0.9664411544799805,0.055798958986997604,0.9428746104240417
bad_form,0.5779815912246704,0.5045552849769592,0.00989850889891386,0.9999386668205261,0.36743074655532837,0.5034359097480774,0.06036943569779396,0.9999234080314636,0.5217231512069702,0.6830587983131409,0.0024745475966483355,0.9996549487113953,0.39004456996917725,0.6806924939155579,-0.002727106912061572,0.9997192621231079,0.5527892708778381,0.8419424891471863,-0.04004263877868652,0.9333915114402771,0.35704803466796875,0.8340743780136108,-0.06589837372303009,0.9535555839538574,0.5936968326568604,0.9674699306488037,0.07968989759683609,0.9311610460281372,0.32112744450569153,0.9665266871452332,0.03870929032564163,0.9467347264289856
bad_form,0.57904452085495,0.5038432478904724,0.030732210725545883,0.9999426603317261,0.36770492792129517,0.5030285120010376,0.08204296231269836,0.9999276399612427,0.5225928425788879,0.6822201013565063,0.001037394511513412,0.9996564984321594,0.39003098011016846,0.6795297265052795,-0.0012338164960965514,0.9997211694717407,0.55412358045578,0.8430642485618591,-0.040117815136909485,0.9390503764152527,0.3568601906299591,0.8351993560791016,-0.06419708579778671,0.957425594329834,0.5950264930725098,0.9698305130004883,0.06244232878088951,0.9358083009719849,0.3211255371570587,0.9713700413703918,0.036468833684921265,0.9496803283691406
bad_form,0.5799852013587952,0.5021401643753052,0.06328354775905609,0.9999468922615051,0.367683470249176,0.5027839541435242,0.10120471566915512,0.9999310374259949,0.5252913236618042,0.6805204153060913,0.000533809419721365,0.9996694326400757,0.39114928245544434,0.677547037601471,-0.0007215652731247246,0.99973064661026,0.5548403859138489,0.8442648649215698,-0.04020974412560463,0.9440380334854126,0.35767945647239685,0.8353809714317322,-0.06290124356746674,0.9607877731323242,0.5950355529785156,0.9711024165153503,0.056209221482276917,0.9401388764381409,0.32080477476119995,0.9725273847579956,0.04038556292653084,0.9524998068809509
bad_form,0.5802813768386841,0.5015114545822144,0.06949837505817413,0.9999501705169678,0.36786457896232605,0.5025474429130554,0.10584352910518646,0.9999323487281799,0.5274878144264221,0.6794518828392029,0.0002054709621006623,0.9996660947799683,0.39180833101272583,0.6759611964225769,-0.00035463611129671335,0.9997282028198242,0.5558756589889526,0.8443453907966614,-0.04204787313938141,0.9482053518295288,0.35975638031959534,0.8353312611579895,-0.07009909301996231,0.9637491703033447,0.5953523516654968,0.9729107618331909,0.0596366822719574,0.9434249401092529,0.3211067020893097,0.9755621552467346,0.02845868095755577,0.9547789096832275
bad_form,0.5802841782569885,0.5008260011672974,0.09926742315292358,0.9999523162841797,0.36819255352020264,0.5019461512565613,0.1281878650188446,0.9999321699142456,0.5303835272789001,0.6775270104408264,-0.0002901444386225194,0.9996641278266907,0.3926297724246979,0.6747481822967529,0.00017194543033838272,0.9997277855873108,0.556724488735199,0.8458641171455383,-0.0596037395298481,0.9514992833137512,0.3599380552768707,0.8362221121788025,-0.08806625753641129,0.9658896327018738,0.5989871621131897,0.9807652235031128,0.03986712172627449,0.9451796412467957,0.3211590349674225,0.9812754392623901,0.013400834053754807,0.9559860229492188
bad_form,0.580751359462738,0.499118447303772,0.10819525271654129,0.9999545812606812,0.3690278232097626,0.5007414221763611,0.15578912198543549,0.9999322891235352,0.5318709015846252,0.6767541170120239,-0.0028173034079372883,0.9996559619903564,0.393166184425354,0.6746833324432373,0.002729814499616623,0.9997221827507019,0.5583458542823792,0.8480961918830872,-0.06018868833780289,0.9548915028572083,0.35989323258399963,0.8392219543457031,-0.08666598051786423,0.9678977131843567,0.6000678539276123,0.9823030233383179,0.04982297495007515,0.946858823299408,0.3211062252521515,0.9842678308486938,0.024361196905374527,0.956596851348877
bad_form,0.5812546610832214,0.49838075041770935,0.12416209280490875,0.9999570250511169,0.3690550625324249,0.4999814033508301,0.17272360622882843,0.9999350905418396,0.5328842997550964,0.6771294474601746,-0.00458991015329957,0.9996666312217712,0.3932642340660095,0.6751142740249634,0.004524919204413891,0.9997324347496033,0.5588077902793884,0.8480297327041626,-0.05916586145758629,0.9580285549163818,0.3609096109867096,0.8396589756011963,-0.08372772485017776,0.9699835181236267,0.6002480387687683,0.9816613793373108,0.05531341955065727,0.9490064382553101,0.3211151957511902,0.9846512675285339,0.030511103570461273,0.9581524133682251
