class,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility
good_form,0.26301488280296326,0.39394503831863403,-0.1933128535747528,0.999864935874939,0.28840872645378113,0.29978376626968384,0.1401698887348175,0.9995378255844116,0.31888988614082336,0.5805807709693909,-0.19877226650714874,0.9984704852104187,0.3406659662723541,0.4464666545391083,0.20314525067806244,0.14888785779476166,0.33540189266204834,0.7568618655204773,-0.13530278205871582,0.9939035773277283,0.34953829646110535,0.5638622641563416,0.1857006996870041,0.2168341726064682,0.4707564413547516,0.4786253273487091,-0.0842028334736824,0.9989436268806458,0.47563454508781433,0.40787258744239807,0.08405668288469315,0.9967209696769714,0.7484151124954224,0.5904870629310608,0.05918072909116745,0.9229046702384949,0.7240697145462036,0.5481757521629333,0.20812031626701355,0.5268293619155884
good_form,0.26322510838508606,0.39386093616485596,-0.19321027398109436,0.9998689889907837,0.28834497928619385,0.2991221249103546,0.1354556828737259,0.9995234608650208,0.31889206171035767,0.5838600397109985,-0.19901254773139954,0.9984775185585022,0.34122225642204285,0.44695502519607544,0.19942475855350494,0.147654190659523,0.33552640676498413,0.7574727535247803,-0.1531442105770111,0.9941192865371704,0.349538654088974,0.560893177986145,0.18464311957359314,0.21928445994853973,0.4725513160228729,0.4823336601257324,-0.08525732159614563,0.9989719986915588,0.477197527885437,0.4154658019542694,0.08506505191326141,0.9967799186706543,0.748214602470398,0.587609589099884,0.07656089961528778,0.9285879135131836,0.7289371490478516,0.5491005778312683,0.2336891144514084,0.5429591536521912
good_form,0.263301283121109,0.3936808407306671,-0.19044943153858185,0.9998717904090881,0.2883642315864563,0.2961222231388092,0.12212963402271271,0.9995083212852478,0.31883421540260315,0.5847444534301758,-0.19818584620952606,0.9984782338142395,0.3418387472629547,0.440340518951416,0.19280989468097687,0.14432810246944427,0.3356102406978607,0.7575448751449585,-0.15267755091190338,0.9942863583564758,0.34990161657333374,0.5491763353347778,0.18650175631046295,0.21690766513347626,0.4731387794017792,0.4857645034790039,-0.08511454612016678,0.999010443687439,0.4786604046821594,0.41580730676651,0.08491148054599762,0.996856689453125,0.7481600046157837,0.5885100364685059,0.09340356290340424,0.9337198138237,0.7314954400062561,0.5527716875076294,0.24616995453834534,0.5575220584869385
good_form,0.26437637209892273,0.3937758505344391,-0.19046764075756073,0.9998738765716553,0.28815957903862,0.2960484027862549,0.11818210780620575,0.9994897246360779,0.3188675045967102,0.584865391254425,-0.19866755604743958,0.9984642863273621,0.34369468688964844,0.43751630187034607,0.18755368888378143,0.14140823483467102,0.33586302399635315,0.7575398087501526,-0.15876404941082,0.994410514831543,0.3494279682636261,0.550308883190155,0.17925281822681427,0.21561194956302643,0.4740152359008789,0.4855962097644806,-0.08474389463663101,0.9990236759185791,0.478633850812912,0.415540486574173,0.08453723043203354,0.9968308210372925,0.7482364177703857,0.588540256023407,0.0891532227396965,0.9376435875892639,0.7340700626373291,0.5572927594184875,0.23844857513904572,0.5618466138839722
good_form,0.26439395546913147,0.39382287859916687,-0.19054871797561646,0.9998781085014343,0.2874525785446167,0.2947373390197754,0.11509660631418228,0.9994664788246155,0.31937476992607117,0.5848316550254822,-0.19901087880134583,0.998477578163147,0.34445056319236755,0.4286596477031708,0.1871342808008194,0.13805562257766724,0.3358434736728668,0.7573308348655701,-0.1604587584733963,0.9945995211601257,0.34785619378089905,0.5476965308189392,0.17993275821208954,0.2149847447872162,0.47396790981292725,0.48569628596305847,-0.0845080092549324,0.999049723148346,0.4782005846500397,0.415323406457901,0.08430902659893036,0.9968291521072388,0.7482133507728577,0.5893194675445557,0.08448333293199539,0.941426694393158,0.7343713641166687,0.5597521066665649,0.23408731818199158,0.5693478584289551
good_form,0.2645190358161926,0.39552968740463257,-0.190267413854599,0.9998796582221985,0.2874571681022644,0.29283520579338074,0.11124800890684128,0.9994102716445923,0.31971579790115356,0.5854848623275757,-0.19896666705608368,0.998487114906311,0.3460904657840729,0.4157685935497284,0.1884668916463852,0.13190729916095734,0.33581963181495667,0.7573302388191223,-0.15909285843372345,0.9947245121002197,0.3478828966617584,0.5378775596618652,0.2004726529121399,0.20900589227676392,0.47386038303375244,0.4867967367172241,-0.0845021903514862,0.9990586042404175,0.4781605005264282,0.41351887583732605,0.08430328220129013,0.9967636466026306,0.74801105260849,0.5905685424804688,0.08210205286741257,0.9451347589492798,0.7345723509788513,0.5608482360839844,0.2328086644411087,0.5804281830787659
good_form,0.26481926441192627,0.40177133679389954,-0.1863410323858261,0.9998815059661865,0.28664878010749817,0.29292672872543335,0.10767610371112823,0.9993817210197449,0.32237014174461365,0.5889042615890503,-0.19245128333568573,0.9984924793243408,0.3467193841934204,0.4186252951622009,0.18453340232372284,0.12759023904800415,0.33588358759880066,0.7567133903503418,-0.15515393018722534,0.9948461055755615,0.34782689809799194,0.5402676463127136,0.19790497422218323,0.20436908304691315,0.47390639781951904,0.49113017320632935,-0.08356012403964996,0.9990602135658264,0.47804486751556396,0.41421255469322205,0.08336913585662842,0.9967085719108582,0.7478513717651367,0.5912754535675049,0.08275610953569412,0.9478958249092102,0.7342775464057922,0.5604915022850037,0.2291419357061386,0.5865198969841003
good_form,0.26288288831710815,0.40494924783706665,-0.1780775636434555,0.9998867511749268,0.28592807054519653,0.29299721121788025,0.10633942484855652,0.9993587732315063,0.3235853612422943,0.5873390436172485,-0.1814807802438736,0.99849534034729,0.3478761315345764,0.40882477164268494,0.18573448061943054,0.12306270748376846,0.3361973464488983,0.7545334696769714,-0.13581785559654236,0.9948745965957642,0.3477642238140106,0.536517858505249,0.2141403704881668,0.19815845787525177,0.47216546535491943,0.49470219016075134,-0.08191803097724915,0.9990934729576111,0.4769599139690399,0.41431793570518494,0.08175484836101532,0.9967116713523865,0.7471501231193542,0.5922873020172119,0.06385461241006851,0.950413167476654,0.7340196967124939,0.5603957772254944,0.20867149531841278,0.5910505056381226
good_form,0.2628980875015259,0.41859692335128784,-0.17223568260669708,0.9998886585235596,0.28587010502815247,0.29319629073143005,0.09825477004051208,0.9992645382881165,0.32587042450904846,0.5877451300621033,-0.17460997402668,0.9984844326972961,0.34991714358329773,0.3956964910030365,0.18680796027183533,0.11679739505052567,0.33617106080055237,0.7537261247634888,-0.11846815049648285,0.9947777986526489,0.34685271978378296,0.5218445062637329,0.2533751428127289,0.18820296227931976,0.4720704257488251,0.5072454214096069,-0.08069147169589996,0.999107837677002,0.47613272070884705,0.4215793311595917,0.08055277168750763,0.9965856075286865,0.7472115755081177,0.5915426015853882,0.05606844276189804,0.9506613612174988,0.7340424656867981,0.557640552520752,0.19643534719944,0.5852415561676025
good_form,0.2610647678375244,0.4173913598060608,-0.17112131416797638,0.9998934268951416,0.283996045589447,0.29944807291030884,0.10297007858753204,0.9991815686225891,0.3258664906024933,0.5831467509269714,-0.17731714248657227,0.9985142350196838,0.3506845533847809,0.39458340406417847,0.20231303572654724,0.1115463599562645,0.33592280745506287,0.7530391216278076,-0.12478730827569962,0.9949232339859009,0.3469886779785156,0.5212281942367554,0.2701634466648102,0.1818009614944458,0.47187158465385437,0.5075299739837646,-0.08075404167175293,0.9991354942321777,0.47620755434036255,0.4253227412700653,0.08061344176530838,0.996563732624054,0.7471928000450134,0.5881902575492859,0.059255458414554596,0.95342618227005,0.7337550520896912,0.5520273447036743,0.20136156678199768,0.5949195623397827
