class,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility
good_form,0.6906166672706604,0.33246785402297974,-0.2677273154258728,0.9999735355377197,0.46513012051582336,0.3344957232475281,0.14060693979263306,0.9999423027038574,0.7046266794204712,0.4576437771320343,-0.3355753421783447,0.9940361976623535,0.41427871584892273,0.4434451460838318,0.07005103677511215,0.8505671620368958,0.5858734846115112,0.4362456500530243,-0.4683927297592163,0.9904322028160095,0.28738081455230713,0.41122448444366455,-0.392566055059433,0.983959972858429
good_form,0.6944245100021362,0.33334529399871826,-0.3307512104511261,0.9999724626541138,0.465106338262558,0.3340214192867279,0.06975293159484863,0.9999353885650635,0.7063730955123901,0.45765700936317444,-0.42414167523384094,0.9932383298873901,0.4148103594779968,0.4432862401008606,0.037873510271310806,0.8293867111206055,0.5842505693435669,0.44558238983154297,-0.6558678150177002,0.9887641072273254,0.2908742129802704,0.4181485176086426,-0.441310316324234,0.9794953465461731
good_form,0.6951457262039185,0.3332390785217285,-0.33256205916404724,0.9999735355377197,0.4664171636104584,0.33369338512420654,0.08592220395803452,0.9999262690544128,0.7110322117805481,0.4570569396018982,-0.4380560517311096,0.9932268261909485,0.4149305820465088,0.4430997967720032,0.08519169688224792,0.8065547347068787,0.5841619372367859,0.45054036378860474,-0.7078253030776978,0.988624632358551,0.290402889251709,0.42617562413215637,-0.38276204466819763,0.9746014475822449
good_form,0.6956465840339661,0.33326297998428345,-0.36417052149772644,0.9999738931655884,0.46868404746055603,0.3334346115589142,0.07801415771245956,0.9999164342880249,0.7120171785354614,0.457194060087204,-0.4501801133155823,0.9928133487701416,0.41638001799583435,0.4435260593891144,0.08248936384916306,0.7847716808319092,0.5821617841720581,0.4609833061695099,-0.6723262667655945,0.9875081181526184,0.2926253080368042,0.4370218515396118,-0.38464754819869995,0.969002902507782
good_form,0.6963205337524414,0.33359143137931824,-0.38696128129959106,0.9999737739562988,0.47092458605766296,0.3334498107433319,0.03733251988887787,0.9999120235443115,0.7126374244689941,0.46003225445747375,-0.47073206305503845,0.99237060546875,0.41671258211135864,0.4451923370361328,0.046822164207696915,0.768488347530365,0.5800911784172058,0.47158002853393555,-0.6923093795776367,0.9857627749443054,0.290862500667572,0.4445458948612213,-0.39320382475852966,0.9642087817192078
good_form,0.6963531970977783,0.3335115611553192,-0.3981042206287384,0.9999746680259705,0.472095787525177,0.3335558772087097,0.028012894093990326,0.9999085068702698,0.7147543430328369,0.4599990248680115,-0.4688225984573364,0.9922789335250854,0.4167052209377289,0.4468871057033539,0.050310168415308,0.7542873024940491,0.5782911777496338,0.4837615191936493,-0.6701467633247375,0.9849623441696167,0.28420892357826233,0.4534846842288971,-0.3299056887626648,0.9595640301704407
good_form,0.6963426470756531,0.3337821662425995,-0.42693281173706055,0.9999756217002869,0.47378620505332947,0.33359387516975403,0.014011689461767673,0.9999016523361206,0.7151458263397217,0.4649074971675873,-0.4655548632144928,0.9923844337463379,0.4189404547214508,0.44693830609321594,0.09661293774843216,0.7369668483734131,0.5804416537284851,0.4957689344882965,-0.6416054964065552,0.9845351576805115,0.28372055292129517,0.4612201154232025,-0.2059684693813324,0.9525565505027771
good_form,0.6963351368904114,0.33483922481536865,-0.43831899762153625,0.9999769330024719,0.4756332337856293,0.33358028531074524,0.03259531036019325,0.9998936057090759,0.7155345678329468,0.47152480483055115,-0.4564812183380127,0.9926000833511353,0.42105093598365784,0.44689032435417175,0.19327959418296814,0.7182232737541199,0.5810948610305786,0.5034623742103577,-0.5736781358718872,0.9845477938652039,0.2872570753097534,0.4665483236312866,-0.030325325205922127,0.9445183873176575
good_form,0.6968259811401367,0.33614858984947205,-0.47064101696014404,0.999978244304657,0.4762430787086487,0.33427485823631287,0.034782782196998596,0.9998887777328491,0.716151237487793,0.4714629352092743,-0.4923250675201416,0.9929476976394653,0.42246875166893005,0.44734737277030945,0.20353634655475616,0.7028545141220093,0.5822746157646179,0.5125862956047058,-0.6199727058410645,0.9849686026573181,0.2856822907924652,0.4737958014011383,-0.05738142132759094,0.9387907385826111
good_form,0.6968141794204712,0.33720263838768005,-0.5115615129470825,0.9999784827232361,0.4779517948627472,0.3347676694393158,0.000992288812994957,0.9998836517333984,0.7168017029762268,0.47124236822128296,-0.5236759781837463,0.993241012096405,0.426683247089386,0.44767460227012634,0.18248412013053894,0.682742714881897,0.5826906561851501,0.5244876742362976,-0.6317217946052551,0.9849296808242798,0.2866826057434082,0.47767773270606995,-0.057668231427669525,0.929269552230835
